State,RunID,SurveyYear,RouteNumber,RouteType,RunNumber,SurveyDate,StartTime,EndTime,StartWind,EndWind,StartSky,EndSky,TempScale,DaysSinceRain,ObserverTrackingID,DateCreated,DateLastUpdated, QuizScore,UnifiedProtocol
Louisiana,7255,2000,420215,RO,2,3/25/2000, 19:20,20:50,3,3,1,NULL,F,NULL,377,6/21/2005,6/21/2005,NULL,0
Maryland,7256,2005,460706,RA,3,6/21/2005, 21:05,22:53,2,2,1,0,C,NULL,1056,6/22/2005,6/22/2005,NULL,1
Delaware,7258,2005,211101,RA,3,6/23/2005, 21:03,23:27,0,0,0,1,C,NULL,151,6/24/2005,6/24/2005,NULL,1
Massachusetts,7259,2005,470302,RO,1,4/6/2005, 20:50,22:04,1,1,0,0,F,1,126,6/24/2005,6/24/2005,NULL,1
Maryland,7260,2005,460608,RA,3,6/24/2005, 21:08,22:32,2,1,1,1,F,2,282,6/25/2005,6/25/2005,NULL,1
Massachusetts,7261,2005,470201,RO,2,5/17/2005, 19:08,20:23,2,2,0,1,F,NULL,1008,6/28/2005,6/28/2005,NULL,1
Massachusetts,7262,2005,470201,RO,3,6/19/2005, 18:56,19:55,1,1,2,2,F,1,1008,6/28/2005,6/28/2005,NULL,1
Delaware,7263,2005,210901,RA,1,4/6/2005, 20:23,22:04,2,2,0,0,C,NULL,912,6/28/2005,6/28/2005,NULL,1
Delaware,7264,2005,210901,RA,2,5/11/2005, 20:52,22:11,0,1,0,0,C,7,912,6/28/2005,6/28/2005,NULL,1
Delaware,7265,2005,210901,RA,3,6/24/2005, 21:17,22:36,1,1,0,0,C,2,912,6/28/2005,6/28/2005,NULL,1
Minnesota,7266,1997,500117,RO,1,4/25/1997, 16:30,20:30,2,0,1,1,F,NULL,1769,6/28/2005,6/28/2005,NULL,0
Maine,7267,2005,440513,RO,3,6/27/2005, 21:23,22:39,0,1,2,1,F,NULL,1361,6/28/2005,6/28/2005,NULL,1
Indiana,7271,2005,350309,RO,2,5/18/2005, 19:48,20:51,0,1,2,0,F,NULL,1538,6/29/2005,6/29/2005,NULL,1
Maine,7273,2005,440815,RA,3,6/29/2005, 21:05,23:00,0,0,2,5,F,NULL,1000,6/30/2005,6/30/2005,NULL,1
Delaware,7274,2005,210702,RA,3,6/29/2005, 21:44,23:04,2,3,1,2,C,0,154,6/30/2005,6/30/2005,NULL,1
Maryland,7275,2005,461007,NR,3,6/28/2005, 20:45,22:13,0,1,5,2,F,0,725,6/30/2005,6/30/2005,NULL,1
Maryland,7277,2005,460907,NR,2,5/8/2005, 20:55,22:24,1,1,0,0,F,4,726,6/30/2005,6/30/2005,NULL,1
Massachusetts,7278,2005,470104,RA,4,6/30/2005, 21:30,23:29,2,2,2,2,C,1,685,7/1/2005,7/1/2005,NULL,1
Maine,7279,2005,440305,RO,2,6/7/2005, 20:40,22:05,2,3,0,0,C,1,496,7/1/2005,7/1/2005,NULL,1
Maine,7280,2005,440305,RO,3,6/28/2005, 20:50,22:13,1,2,1,0,C,NULL,496,7/1/2005,7/1/2005,NULL,1
Maryland,7281,2005,460603,NR,3,6/30/2005, 23:48,1:55,0,1,0,0,F,NULL,1600,7/1/2005,7/1/2005,NULL,1
Massachusetts,7282,2005,470503,RA,4,6/30/2005, 21:00,22:20,0,0,2,2,F,2,674,7/1/2005,7/1/2005,NULL,1
Mississippi,7283,2005,510315,RO,3,6/30/2005, 20:34,21:52,0,0,1,0,F,0,1307,7/3/2005,1/26/2006,NULL,1
Mississippi,7284,2005,510317,RO,3,6/26/2005, 21:00,22:25,0,0,0,0,F,NULL,1307,7/3/2005,7/3/2005,NULL,1
Indiana,7285,2005,350116,RO,3,6/30/2005, 22:16,23:45,1,1,2,2,F,1,653,7/4/2005,7/4/2005,NULL,1
Massachusetts,7286,2005,470204,RA,3,6/4/2005, 21:15,22:48,0,0,0,0,F,2,1381,7/4/2005,7/4/2005,NULL,1
Massachusetts,7287,2005,470204,RA,4,7/2/2005, 21:13,22:44,3,1,0,0,F,1,1381,7/4/2005,7/4/2005,NULL,1
Massachusetts,7288,2005,470102,RO,4,7/5/2005, 21:15,22:52,2,3,2,2,F,0,1424,7/6/2005,7/6/2005,NULL,1
Kentucky,7289,2005,390103,RO,4,7/5/2005, 21:45,23:33,0,0,1,1,F,5,278,7/6/2005,7/6/2005,NULL,1
Florida,7290,2005,250316,RO,3,7/6/2005, 21:08,22:26,3,2,1,0,F,2,701,7/6/2005,7/6/2005,NULL,1
Maine,7291,2005,440604,RO,3,7/3/2005, 20:50,22:20,0,0,0,0,C,NULL,506,7/7/2005,11/2/2005,NULL,1
Maryland,7295,2005,460907,NR,3,6/30/2005, 21:25,23:00,1,0,1,0,F,1,726,7/8/2005,7/8/2005,NULL,1
Maine,7296,2005,440301,RO,1,5/10/2005, 21:38,23:25,0,0,0,0,F,2,502,7/9/2005,7/9/2005,NULL,1
Maine,7297,2005,440301,RO,2,6/8/2005, 21:20,23:06,0,0,0,0,F,1,502,7/9/2005,7/9/2005,NULL,1
Maine,7298,2005,440301,RO,3,7/4/2005, 21:39,23:20,0,0,0,0,F,8,502,7/9/2005,7/9/2005,NULL,1
Indiana,7299,2005,350103,RO,3,7/10/2005, 20:50,22:10,0,0,0,0,F,5,649,7/11/2005,7/11/2005,NULL,1
Indiana,7303,2005,350411,RO,3,7/9/2005, 20:56,22:34,0,0,0,0,F,NULL,981,7/11/2005,7/11/2005,NULL,1
NewJersey,7316,2005,590602,RA,1,4/1/2005, 18:30,19:32,0,1,2,2,F,NULL,933,7/12/2005,7/20/2006,NULL,1
NewJersey,7317,2005,590602,RA,2,4/29/2005,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,933,7/12/2005,4/1/2008,NULL,1
NewJersey,7318,2005,590602,RA,3,6/12/2005, 20:58,22:05,0,0,2,2,F,NULL,933,7/12/2005,7/20/2006,NULL,1
Maine,7319,2005,440210,RO,3,7/10/2005, 21:00,22:10,1,1,2,2,F,1,124,7/13/2005,7/13/2005,NULL,1
Massachusetts,7320,2005,470502,RA,1,4/10/2005, 21:52,23:10,1,1,0,0,F,2,1582,7/13/2005,7/13/2005,NULL,1
NewHampshire,7322,2005,580107,RO,4,7/12/2005, 21:34,22:59,2,3,1,1,F,3,424,7/16/2005,7/16/2005,NULL,1
NewHampshire,7323,2005,580107,RO,1,4/6/2005, 21:04,22:30,2,2,1,1,F,NULL,424,7/16/2005,7/16/2005,NULL,1
NewHampshire,7324,2005,580107,RO,2,5/1/2005, 21:46,23:02,2,2,0,0,F,0,424,7/16/2005,7/16/2005,NULL,1
Massachusetts,7325,2005,470201,RO,4,7/13/2005, 19:45,20:40,1,1,1,1,F,1,1008,7/16/2005,11/28/2005,NULL,1
Maryland,7326,2005,460508,RO,1,3/29/2005, 19:32,21:19,1,1,2,0,C,1,337,7/20/2005,7/20/2005,NULL,1
Maryland,7327,2005,460508,RO,2,5/14/2005, 21:18,23:05,3,0,0,0,C,5,337,7/20/2005,7/20/2005,NULL,1
Maryland,7328,2005,460508,RO,3,6/26/2005, 21:20,22:50,0,3,5,5,C,0,337,7/20/2005,7/20/2005,NULL,1
Massachusetts,7331,2005,470401,RA,3,6/14/2005, 21:06,22:25,0,1,0,0,F,10,675,7/20/2005,7/20/2005,NULL,1
Massachusetts,7332,2005,470401,RA,4,7/11/2005, 21:06,22:22,0,1,0,0,F,10,675,7/20/2005,7/20/2005,NULL,1
Maine,7336,2005,440715,RA,1,4/20/2005, 20:35,21:35,2,3,5,5,C,0,503,7/22/2005,7/22/2005,NULL,1
Maine,7337,2005,440715,RA,2,6/19/2005, 21:25,23:04,0,0,0,0,F,1,503,7/22/2005,7/22/2005,NULL,1
Maine,7338,2005,440315,RO,3,7/16/2005, 20:53,22:40,1,0,0,0,F,3,1599,7/22/2005,7/22/2005,NULL,1
Indiana,7339,2005,350515,RO,1,3/18/2005, 23:11,0:34,2,2,2,2,F,NULL,1544,7/25/2005,7/25/2005,NULL,1
Indiana,7340,2005,350515,RO,2,5/23/2005, 23:17,0:29,2,1,0,0,F,NULL,1544,7/25/2005,7/25/2005,NULL,1
Indiana,7341,2005,350515,RO,3,7/24/2005, 21:19,22:38,0,0,0,0,F,3,1544,7/25/2005,7/25/2005,NULL,1
Maine,7342,2005,440715,RA,3,7/25/2005, 21:00,22:07,0,0,0,0,F,0,503,7/26/2005,7/26/2005,NULL,1
Indiana,7343,2005,350603,RO,3,7/23/2005, 18:45,20:18,2,1,1,2,F,NULL,1533,7/26/2005,7/26/2005,NULL,1
Mississippi,7344,2005,510210,RO,2,4/6/2005, 20:58,22:32,1,1,1,0,F,0,1558,7/27/2005,7/27/2005,NULL,1
Mississippi,7345,2005,510303,RO,1,3/16/2005, 20:30,23:00,2,3,5,5,F,0,832,7/27/2005,1/26/2006,NULL,1
Mississippi,7346,2005,510303,RO,2,5/10/2005, 20:00,22:30,0,NULL,0,NULL,F,NULL,832,7/27/2005,7/27/2005,NULL,1
Mississippi,7347,2005,510303,RO,3,6/30/2005, 20:30,23:00,0,0,0,0,F,NULL,832,7/27/2005,7/27/2005,NULL,1
Indiana,7348,2005,350316,RO,1,3/29/2005, 19:49,21:16,1,1,2,1,F,NULL,1326,7/27/2005,7/27/2005,NULL,1
Indiana,7349,2005,350316,RO,2,5/21/2005, 21:33,23:24,0,0,1,1,F,NULL,1326,7/27/2005,7/27/2005,NULL,1
Indiana,7350,2005,350316,RO,3,7/14/2005, 21:57,23:33,0,0,2,1,F,NULL,1326,7/27/2005,7/27/2005,NULL,1
Indiana,7351,2005,350205,RO,2,5/22/2005, 20:48,22:07,0,0,1,1,F,NULL,1549,7/28/2005,7/28/2005,NULL,1
Maine,7352,2005,440113,RO,3,7/1/2005, 20:17,21:50,0,0,2,2,F,NULL,483,7/28/2005,7/28/2005,NULL,1
Massachusetts,7353,2005,470502,RA,2,5/7/2005, 21:15,22:33,0,0,0,0,C,0,1583,7/29/2005,7/29/2005,NULL,1
Massachusetts,7354,2005,470502,RA,3,6/6/2005, 20:55,22:20,1,1,2,2,F,0,1583,7/29/2005,7/29/2005,NULL,1
Massachusetts,7355,2005,470502,RA,4,7/8/2005, 21:46,23:21,2,NULL,2,NULL,C,2,1583,7/29/2005,7/29/2005,NULL,1
Indiana,7356,2005,350503,RO,2,5/21/2005, 20:54,22:39,1,2,0,0,F,NULL,1332,7/29/2005,7/29/2005,NULL,1
Indiana,7357,2005,350503,RO,3,7/23/2005, 21:08,22:52,1,3,2,5,F,0,1332,7/29/2005,7/29/2005,NULL,1
SouthCarolina,7358,2005,809001,NR,3,7/21/2005, 20:45,23:00,0,0,2,2,F,0,3256,7/29/2005,3/23/2009,NULL,1
Indiana,7359,2005,350119,RO,3,7/21/2005, 21:12,22:47,0,0,1,0,F,NULL,1557,7/30/2005,7/30/2005,NULL,1
Indiana,7360,2005,350303,RO,3,7/29/2005, 21:02,22:52,0,0,0,0,F,NULL,1536,7/30/2005,8/26/2005,NULL,1
Indiana,7361,2005,350306,RO,3,7/28/2005, 21:06,22:57,1,0,0,0,F,2,1322,7/30/2005,7/30/2005,NULL,1
Indiana,7362,2005,350407,RO,2,5/20/2005, 20:45,22:13,1,1,0,0,F,NULL,980,7/30/2005,7/30/2005,NULL,1
Indiana,7363,2005,350407,RO,3,7/22/2005, 21:38,23:13,0,2,0,0,F,NULL,980,7/30/2005,7/30/2005,NULL,1
NewJersey,7364,2005,591007,RA,1,3/28/2005, 18:28,20:34,1,0,1,4,F,NULL,1343,7/30/2005,7/30/2005,NULL,1
NewJersey,7365,2005,591007,RA,2,4/29/2005, 20:44,22:28,2,2,2,2,F,1,1343,7/30/2005,9/1/2005,NULL,1
NewJersey,7366,2005,591007,RA,3,6/7/2005, 21:32,23:15,1,1,0,0,F,1,1343,7/30/2005,7/30/2005,NULL,1
NewJersey,7367,2005,590607,RO,1,3/28/2005, 20:48,22:31,0,0,4,4,F,NULL,1343,7/30/2005,7/30/2005,NULL,1
NewJersey,7368,2005,590607,RO,2,5/1/2005, 20:41,22:31,1,1,0,0,F,3,1343,7/30/2005,9/1/2005,NULL,1
Maryland,7369,2005,460108,RO,1,3/20/2005, 19:00,20:13,0,0,2,2,F,1,284,7/31/2005,7/31/2005,NULL,1
Maryland,7370,2005,460108,RO,2,5/14/2005, 20:15,21:34,0,0,2,2,F,NULL,284,7/31/2005,7/31/2005,NULL,1
Maryland,7371,2005,460108,RO,3,6/7/2005, 20:10,21:26,1,1,1,1,F,1,284,7/31/2005,7/31/2005,NULL,1
Maryland,7372,2005,460203,RO,1,4/1/2005, 19:00,20:23,1,1,5,5,C,0,125,7/31/2005,7/31/2005,NULL,1
Maryland,7373,2005,460203,RO,2,5/23/2005, 20:45,22:20,0,1,2,2,C,0,125,7/31/2005,7/31/2005,NULL,1
Maryland,7374,2005,460203,RO,3,6/22/2005, 21:00,22:50,1,1,2,0,C,0,125,7/31/2005,7/31/2005,NULL,1
Maryland,7375,2005,460205,RO,1,3/31/2005, 19:55,21:00,0,0,0,0,F,NULL,1401,7/31/2005,7/31/2005,NULL,1
Maryland,7376,2005,460205,RO,2,5/15/2005, 20:12,22:48,1,1,2,2,F,NULL,1401,7/31/2005,7/31/2005,NULL,1
Maryland,7377,2005,460205,RO,3,6/12/2005, 20:30,21:30,1,2,0,0,F,NULL,1401,7/31/2005,7/31/2005,NULL,1
Indiana,7378,2005,350403,RO,3,7/22/2005, 21:49,23:06,2,1,0,0,C,1,948,8/1/2005,8/1/2005,NULL,1
Louisiana,7404,1998,420102,RO,1,12/23/1997, 20:11,21:25,4,1,2,0,C,NULL,1730,8/1/2005,8/2/2005,NULL,0
Louisiana,7405,1998,420102,RO,2,3/26/1998, 19:06,20:13,4,3,0,0,C,NULL,314,8/1/2005,NULL,NULL,0
Louisiana,7406,1998,420102,RO,3,5/16/1998, 21:10,22:50,0,0,0,0,C,NULL,1730,8/1/2005,NULL,NULL,0
Louisiana,7407,1998,420103,RO,1,1/31/1998, 18:00,20:00,0,0,2,2,F,NULL,1731,8/1/2005,NULL,NULL,0
Louisiana,7408,1998,420104,RO,1,1/31/1998, 18:15,19:30,2,2,2,2,C,NULL,322,8/1/2005,NULL,NULL,0
Louisiana,7409,1997,420106,RO,1,2/23/1997, 20:44,21:44,2,2,2,2,F,NULL,378,8/1/2005,NULL,NULL,0
Louisiana,7410,1997,420106,RO,2,3/26/1997, 20:10,21:10,0,0,1,1,F,NULL,378,8/1/2005,NULL,NULL,0
Louisiana,7411,1997,420106,RO,3,6/10/1997, 20:35,21:35,0,0,1,0,F,NULL,378,8/1/2005,NULL,NULL,0
Louisiana,7412,1998,420106,RO,1,1/27/1998, 18:15,19:19,0,0,0,0,C,NULL,378,8/1/2005,NULL,NULL,0
Louisiana,7413,1998,420106,RO,2,3/26/1998, 19:06,20:02,1,1,1,0,C,NULL,378,8/1/2005,NULL,NULL,0
Louisiana,7414,1998,420106,RO,3,5/29/1998, 20:30,21:28,0,0,0,0,C,NULL,378,8/1/2005,NULL,NULL,0
Louisiana,7415,1997,420109,RO,1,2/21/1997, 19:20,20:17,4,6,0,0,C,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7416,1997,420109,RO,2,3/7/1997, 20:00,NULL,0,NULL,2,0,C,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7417,1997,420109,RO,3,5/29/1997, 21:31,22:17,4,3,2,2,F,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7418,1998,420109,RO,1,2/2/1998, 21:31,22:19,4,4,2,2,F,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7419,1998,420109,RO,2,4/2/1998, 19:30,20:30,1,1,2,2,F,NULL,314,8/1/2005,NULL,NULL,0
Louisiana,7420,1998,420109,RO,3,6/26/1998, 21:15,22:18,0,0,0,0,C,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7421,1997,420110,RO,1,1/23/1997, 19:41,20:32,5,6,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7422,1997,420110,RO,2,4/26/1997, 22:10,23:15,4,4,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7423,1997,420110,RO,3,5/24/1997, 22:25,23:30,3,0,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7424,1998,420110,RO,1,1/12/1998, 20:30,21:45,2,2,2,2,F,NULL,381,8/1/2005,NULL,NULL,0
Louisiana,7425,1998,420110,RO,2,3/18/1998, 20:12,21:30,1,2,0,0,F,NULL,381,8/1/2005,NULL,NULL,0
Louisiana,7426,1998,420110,RO,3,6/24/1998, 23:29,0:58,0,0,0,0,F,NULL,381,8/1/2005,NULL,NULL,0
Louisiana,7427,1997,420111,RO,1,2/10/1997, 19:50,20:24,2,1,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7428,1997,420111,RO,3,5/25/1997, 22:05,22:45,0,0,0,0,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7429,1998,420111,RO,1,12/23/1997, 20:00,20:50,4,3,2,2,C,NULL,313,8/1/2005,8/2/2005,NULL,0
Louisiana,7430,1998,420111,RO,2,4/18/1998, 20:40,21:30,3,1,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7431,1998,420111,RO,3,6/28/1998, 22:15,23:10,0,0,0,0,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7432,1998,420115,RO,3,6/6/1998, 01:40,2:35,2,2,2,2,C,NULL,377,8/1/2005,6/10/2008,NULL,0
Louisiana,7433,1997,420118,RO,3,5/27/1997, 20:30,21:30,4,NULL,1,1,C,NULL,547,8/1/2005,NULL,NULL,0
Louisiana,7434,1998,420118,RO,1,2/12/1998, 19:40,20:40,1,1,0,2,C,NULL,547,8/1/2005,NULL,NULL,0
Louisiana,7435,1997,420202,RO,1,1/25/1997, 19:00,20:10,0,0,0,0,NULL,NULL,1728,8/1/2005,NULL,NULL,0
Louisiana,7436,1998,420202,RO,1,12/23/1997, 22:19,23:27,1,2,2,2,C,NULL,1730,8/1/2005,8/2/2005,NULL,0
Louisiana,7437,1998,420202,RO,2,3/31/1998, 19:45,20:57,1,1,0,0,C,NULL,323,8/1/2005,NULL,NULL,0
Louisiana,7438,1998,420202,RO,3,6/2/1998, 22:01,23:28,2,2,0,0,C,NULL,320,8/1/2005,NULL,NULL,0
Louisiana,7439,1998,420204,RO,1,1/27/1998, 19:30,20:45,0,0,0,0,C,NULL,372,8/1/2005,NULL,NULL,0
Louisiana,7440,1998,420204,RO,2,3/24/1998, 19:45,20:41,3,3,0,0,C,NULL,372,8/1/2005,NULL,NULL,0
Louisiana,7441,1998,420204,RO,3,5/11/1998, 20:47,22:20,0,1,0,0,C,NULL,372,8/1/2005,NULL,NULL,0
Louisiana,7442,1997,420209,RO,1,1/2/1997, 23:00,0:10,1,1,2,2,F,NULL,382,8/1/2005,NULL,NULL,0
Louisiana,7443,1997,420209,RO,2,3/24/1997, 19:45,21:12,2,3,0,0,C,NULL,376,8/1/2005,NULL,NULL,0
Louisiana,7444,1997,420209,RO,3,5/28/1997, 20:57,22:15,1,2,2,2,F,NULL,376,8/1/2005,NULL,NULL,0
Louisiana,7445,1998,420209,RO,1,1/20/1998, 19:08,20:20,2,3,0,0,C,NULL,376,8/1/2005,NULL,NULL,0
Louisiana,7446,1998,420209,RO,2,4/6/1998, 20:18,21:25,0,0,0,0,C,NULL,376,8/1/2005,NULL,NULL,0
Louisiana,7447,1998,420209,RO,3,6/12/1998, 22:30,23:20,1,2,1,1,C,NULL,376,8/1/2005,NULL,NULL,0
Louisiana,7448,1997,420210,RO,1,2/7/1997, 22:36,23:15,5,5,2,1,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7449,1997,420210,RO,2,4/26/1997, 20:24,21:30,3,3,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7450,1997,420210,RO,3,5/24/1997, 21:00,21:48,3,3,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7451,1998,420210,RO,1,1/5/1998, 20:07,NULL,3,NULL,2,0,F,NULL,381,8/1/2005,NULL,NULL,0
Louisiana,7452,1998,420210,RO,2,3/17/1998, 20:17,21:45,3,2,0,0,F,NULL,381,8/1/2005,NULL,NULL,0
Louisiana,7453,1998,420210,RO,3,6/24/1998, 21:14,22:42,1,0,0,0,F,NULL,381,8/1/2005,NULL,NULL,0
Louisiana,7454,1997,420211,RO,1,1/15/1997, 19:50,21:10,3,2,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7455,1997,420211,RO,2,3/12/1997, 19:32,20:40,3,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7456,1997,420211,RO,3,5/21/1997, 20:55,22:15,4,4,2,2,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7457,1998,420211,RO,1,12/23/1997, 18:30,19:23,3,3,2,2,C,NULL,122,8/1/2005,8/2/2005,NULL,0
Louisiana,7458,1998,420211,RO,2,3/17/1998, 19:32,20:35,1,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7459,1998,420211,RO,3,6/16/1998, 20:45,21:55,1,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7460,1997,420212,RO,2,4/5/1997, 19:15,19:55,1,1,1,1,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7461,1997,420212,RO,3,5/19/1997, 21:30,22:00,1,1,0,1,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7462,1998,420212,RO,1,1/7/1998, 20:45,21:50,3,3,2,2,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7463,1998,420212,RO,2,3/31/1998, 20:15,20:55,1,1,1,2,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7464,1998,420212,RO,3,6/22/1998, 21:04,22:09,1,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7465,1998,420215,RO,1,1/30/1998, 19:00,20:30,3,2,1,0,F,NULL,377,8/1/2005,NULL,NULL,0
Louisiana,7466,1998,420215,RO,3,6/5/1998, 20:20,21:26,1,2,1,2,NULL,NULL,377,8/1/2005,NULL,NULL,0
Louisiana,7467,1998,420302,RO,1,12/23/1997, 22:35,23:49,2,2,2,2,C,NULL,379,8/1/2005,8/2/2005,NULL,0
Louisiana,7468,1998,420302,RO,2,3/27/1998, 21:06,22:35,0,1,2,2,C,NULL,379,8/1/2005,NULL,NULL,0
Louisiana,7469,1998,420302,RO,3,5/27/1998, 20:40,22:11,0,0,1,2,C,NULL,379,8/1/2005,NULL,NULL,0
Louisiana,7470,1997,420309,RO,1,2/14/1997, 19:50,20:50,1,0,0,0,C,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7471,1997,420309,RO,2,3/25/1997, 20:15,22:00,2,1,2,2,C,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7472,1997,420309,RO,3,5/20/1997, 20:55,22:46,0,2,2,2,C,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7473,1998,420309,RO,1,2/15/1998, 21:25,22:09,3,3,2,2,F,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7474,1998,420309,RO,3,6/16/1998, 21:00,21:55,1,0,0,0,C,NULL,380,8/1/2005,NULL,NULL,0
Louisiana,7475,1997,420310,RO,1,1/22/1997, 20:03,21:04,3,3,0,0,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7476,1997,420310,RO,2,4/27/1997, 20:20,21:45,4,5,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7477,1997,420310,RO,3,6/7/1997, 21:00,22:10,0,0,2,1,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7478,1998,420310,RO,1,12/21/1997, 18:35,19:40,2,1,0,0,C,NULL,313,8/1/2005,8/2/2005,NULL,0
Louisiana,7479,1998,420310,RO,2,4/18/1998, 22:30,23:19,0,2,2,2,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7480,1998,420310,RO,3,6/7/1998, 20:50,22:00,0,0,0,1,C,NULL,313,8/1/2005,NULL,NULL,0
Louisiana,7481,1997,420311,RO,1,2/4/1997, 21:45,22:53,1,6,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7482,1997,420311,RO,2,4/5/1997, 22:15,23:20,2,2,0,1,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7483,1997,420311,RO,3,5/31/1997, 22:27,0:04,1,1,1,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7484,1998,420311,RO,1,2/16/1998, 22:07,23:26,2,2,0,2,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7485,1998,420311,RO,2,4/29/1998, 22:17,23:55,0,1,2,1,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7486,1998,420311,RO,3,6/25/1998, 22:34,0:20,2,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7487,1997,420312,RO,1,1/21/1997, 19:02,19:47,4,4,0,1,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7488,1997,420312,RO,2,4/11/1997, 22:30,23:40,2,2,2,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7489,1997,420312,RO,3,5/29/1997, 21:05,22:10,1,1,2,2,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7490,1998,420312,RO,1,1/12/1998, 21:05,22:08,0,0,2,2,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7491,1998,420312,RO,2,4/30/1998, 20:30,21:24,1,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7492,1998,420312,RO,3,6/29/1998, 20:51,21:40,0,0,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7493,1997,420314,RO,1,1/27/1997, 19:00,20:50,5,7,2,2,C,NULL,314,8/1/2005,NULL,NULL,0
Louisiana,7494,1997,420314,RO,2,3/30/1997, 19:16,21:00,4,4,2,0,C,NULL,322,8/1/2005,NULL,NULL,0
Louisiana,7495,1997,420314,RO,3,5/29/1997, 20:39,22:03,0,0,1,0,C,NULL,1729,8/1/2005,NULL,NULL,0
Louisiana,7496,1998,420314,RO,1,1/29/1998, 19:20,21:00,0,0,0,0,F,NULL,314,8/1/2005,NULL,NULL,0
Louisiana,7497,1998,420314,RO,2,3/17/1998, 19:00,20:37,2,4,2,2,F,NULL,314,8/1/2005,NULL,NULL,0
Louisiana,7498,1998,420314,RO,3,5/21/1998, 20:45,22:30,2,3,1,0,F,NULL,314,8/1/2005,NULL,NULL,0
Louisiana,7499,1998,420315,RO,1,1/30/1998, 21:00,22:05,2,1,1,1,NULL,NULL,377,8/1/2005,NULL,NULL,0
Louisiana,7500,1998,420315,RO,2,4/18/1998, 21:00,22:15,2,3,2,2,F,NULL,377,8/1/2005,NULL,NULL,0
Louisiana,7501,1998,420315,RO,3,6/5/1998, 22:05,23:02,2,2,2,2,NULL,NULL,377,8/1/2005,NULL,NULL,0
Louisiana,7502,1997,420316,RO,1,2/4/1997, 20:40,21:08,1,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7503,1997,420316,RO,2,4/5/1997, 20:57,21:50,1,1,0,1,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7504,1997,420316,RO,3,5/31/1997, 21:07,22:02,2,1,0,0,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7505,1998,420316,RO,2,4/29/1998, 20:54,21:50,0,0,2,1,C,NULL,122,8/1/2005,NULL,NULL,0
Louisiana,7506,1998,420316,RO,3,6/25/1998, 21:12,22:12,2,1,1,1,C,NULL,122,8/1/2005,NULL,NULL,0
